ACCOUNT_ID,y_hat
757,2340.32
26362,3038.9055
21578,2404.0476
7419,6284.1396
4875,4812.892
8514,3511.8281
13822,56404.562
27082,38.729546
18848,8735.695
23090,5735.1562
17626,3850.6663
7140,2164.5566
17352,443.73724
7864,5256.5083
14894,4456.055
24370,4558.2983
20855,2440.8733
10382,5700.753
16992,1947.6959
1100,4656.347
23661,5707.7573
5289,5434.1772
8623,2803.6748
20220,2243.266
2734,4252.4253
9346,77513.79
13535,2205.2449
29822,3313.7253
26923,5465.105
424,10952.369
21700,5773.002
22391,3504.35
28486,4085.8062
29938,3816.5168
16104,2697.1519
7186,7779.868
17702,6227.2725
5900,8605.383
24851,1871.7179
6429,2746.2764
25830,4062.024
2051,6825.5845
11069,2469.982
588,10428.012
1730,3746.9246
23551,5300.568
11720,5729.6675
26972,20720.47
11912,3918.4487
652,2777.83
26905,5225.9517
2183,4698.7026
10972,3522.168
21064,3859.618
29749,5837.172
26589,5521.9683
3994,7959.43
10211,4243.897
10746,8402.753
14792,3161.9333
8279,2326.5217
13456,4457.9385
4474,2682.999
21335,5226.394
27485,3092.844
5478,5250.3804
10396,5904.8394
7357,14082.017
1517,3489.8447
8305,4680.786
20171,3297.69
8344,2013.9684
14283,15496.495
28295,3883.795
24345,3889.1702
5816,3358.9277
24902,4300.7886
21201,11713.184
17425,4299.4087
6719,3334.2644
9660,3222.5278
24323,2990.5513
5081,3416.587
7171,5092.7344
16519,1869.6814
1024,3761.586
26791,1942.2186
18428,3912.2908
6478,2317.3274
18986,3178.6367
19614,12242.625
3134,8502.559
27835,4292.5356
6831,12602.664
1112,3753.544
29984,3577.431
6151,3672.034
11537,3455.714
6267,68.28237
22870,4673.5894
8111,783.62244
22978,5962.4487
2461,2871.1675
21345,3312.4263
29993,7205.1523
29057,3567.7046
5501,4916.2437
16554,3986.724
19311,100000.95
25138,5980.684
29275,4185.7285
12355,9751.137
20850,4065.1958
20406,4208.5527
15222,12339.795
11347,2637.0793
20420,2646.1377
26772,3860.9434
7943,6800.3267
24433,2440.3086
19452,3653.9292
10581,2552.4392
18091,3322.5493
3542,6258.2603
23447,4420.684
15335,3493.2754
20952,6627.4146
6196,2683.7432
21205,5145.6353
18028,13810.919
28707,10739.693
1102,4429.027
9429,10566.48
20069,3911.6123
8263,7032.89
13798,3103.118
26009,4079.7341
715,3042.253
4706,5344.8965
10109,4960.985
14061,1508.508
23716,5021.3394
18404,7246.1777
14286,3291.8066
23570,9273.992
8485,3665.9565
7833,4558.8276
14736,2047.8127
24904,2160.0676
21635,4515.611
3679,5141.7793
15334,6220.8057
20290,3876.0496
13579,2202.8408
22087,2129.2705
14323,5693.0415
29658,6475.898
9407,3592.6274
6942,4905.2324
16483,4511.9517
27109,3313.8198
6274,21432.889
14979,4857.2866
611,4088.3694
11641,3562.7285
5887,3242.2156
29249,9037.363
4061,2024.274
25735,2530.2305
15872,2671.31
12925,6557.1255
10628,3263.6853
25578,1795.6014
13726,3196.538
5054,4156.472
22198,4066.1401
6694,6277.2964
8846,6233.045
16032,4987.547
6780,7588.279
26547,4177.1294
16109,4295.178
5562,3764.7837
23081,121272.555
27413,14374.23
15455,8677.123
14619,3372.1804
3456,4239.971
7656,42118.21
19711,4775.812
19823,3254.8342
23064,5446.993
16435,3903.7493
9816,2833.419
25599,3037.7295
11330,8126.5435
23285,5698.625
11111,7827.0703
14390,1808.2999
17493,3993.2544
14260,4015.0176
4993,3143.7002
9509,3200.08
27892,4762.65
3429,2819.355
26678,2294.211
20314,8556.5625
19785,4860.455
16840,3157.975
25656,5066.019
22570,5039.749
3383,3164.4146
14713,703.03986
29420,3648.8228
22899,1606.2461
18539,4879.587
10707,4526.463
27196,5292.1597
11832,4269.9385
10401,2519.9536
2027,4971.224
23040,5282.4946
24422,6905.1206
2237,5512.301
22921,2502.6904
8713,4932.443
23269,2759.275
27263,4311.939
19088,4178.1797
4913,7360.07
16294,3576.8193
25663,4017.3164
20041,2648.2056
9701,8096.0444
20435,4479.9
17821,6447.518
26680,3999.6748
15668,4364.5493
1511,5350.2134
23227,3631.398
19197,4012.899
19352,4404.818
8933,3841.0364
25005,3985.0776
4506,125357.625
16990,4293.0083
18716,3380.7036
20767,5028.5786
21819,3514.1675
28917,1810.6549
25158,9353.8545
22494,3320.276
2787,7670.859
29990,2408.1223
7991,5757.16
23547,3895.2935
4122,5072.4653
12541,4277.063
28474,1834.0979
20455,5170.89
11192,2431.2566
18021,7704.322
19595,567.5289
20162,5700.813
2104,78981.65
4573,6331.2163
11976,4117.4077
11519,38508.324
28771,5246.389
5942,3197.022
2250,5120.0845
22447,4532.7803
19061,46285.793
7888,5114.264
1063,3223.9653
9508,3634.9075
27674,3657.1824
10917,4182.7944
25288,4482.9336
26154,2634.4326
20637,5038.2407
22419,3094.923
17678,4075.6943
8327,5130.064
16684,3630.7092
421,8243.129
24448,15330.396
9379,2576.0647
2258,3817.9548
17591,5674.72
27302,2187.3247
18020,4982.3506
20486,17252.557
3144,5474.277
24641,3939.9268
27488,5208.3896
10640,3135.0771
13355,3675.6934
14930,2559.3723
23898,8594.289
11454,4857.4927
8057,5276.2344
20471,6624.3887
7457,3120.2764
24580,15070.096
44,2063.0566
14567,4125.0776
268,9191.963
26492,11188.102
29207,4343.2993
28203,2179.3152
15586,7695.301
670,25268.256
17348,2366.031
18260,7721.078
24570,2832.3252
27576,15697.469
16049,3070.5474
2942,6673.783
21337,4412.5845
19798,3362.6335
24926,3581.2734
15654,6533.156
17757,3742.7349
19738,3095.251
22331,5944.156
15710,4543.1133
26898,3538.7393
14856,7511.2153
18591,3804.8027
10636,2176.0322
23562,5167.675
10137,6631.675
47,3122.9688
25525,9559.979
1492,4671.846
19751,5896.5503
17950,3766.776
24152,3822.893
23812,2600.604
15667,3014.502
22774,3574.5474
18717,8713.859
9690,4004.5046
19757,6685.371
20061,3028.268
23127,2889.6436
13430,3265.3765
28331,3200.813
9992,2021.7848
16615,5524.756
29622,4100.8335
13580,3801.213
11510,41538.55
15772,3821.2817
5780,8164.5845
16423,5232.824
21020,2629.6978
23594,1959.2863
11224,9645.177
21028,3316.1758
5244,9421.33
13871,4448.141
1724,2364.0674
20189,3850.003
4885,18038.229
3823,5630.449
9219,5877.057
12928,5840.238
5411,4017.372
19726,3865.2163
25580,8474.307
26179,6920.308
26083,2630.4038
12830,4265.1553
13693,2271.8281
10568,4156.523
29182,4269.3057
3449,3954.8252
23328,8183.1943
20838,2734.6802
12681,3454.6265
21624,4773.003
2567,3854.27
12973,5745.3003
24468,6714.618
6924,6277.027
11124,3134.665
26918,3729.458
27724,4104.3057
7526,3123.9912
18543,5358.7896
3715,13983.477
23838,3330.0352
3554,3518.1663
8880,6454.14
21903,3493.3179
15470,2901.0833
24360,2294.522
23317,2645.1904
19478,5717.876
28126,2980.1794
28185,1110.8811
9510,2551.1345
19586,1470.2455
20491,4700.761
25334,4711.3516
14370,3802.5571
597,6222.917
18249,3280.999
12486,5940.7534
13103,4613.689
19923,3098.9639
19007,4891.7627
22745,3887.6257
20770,6007.3623
1529,2557.8584
23827,1898.401
5437,1332.8041
16530,12100.56
22126,8088.3086
23014,5791.8813
18197,6603.3325
12652,4447.104
25509,2831.2466
21183,3944.0808
27327,5298.787
12389,4929.309
4670,3585.9001
22698,5864.1577
29909,4313.652
16261,2851.9062
19242,2916.4307
18609,2719.5312
4259,3606.0254
1857,3456.252
1214,3918.516
25278,5469.6357
20932,4500.049
22684,2945.0876
9265,38330.38
8347,3641.043
23284,10582.905
15225,13977.018
4035,1860.4174
13782,4071.3623
27602,2217.7234
20617,2197.7983
12111,6900.903
25394,2912.894
28234,2690.123
12531,6958.2573
9352,6949.4536
25180,7768.477
27258,49623.477
9971,1042.6122
6970,3048.3774
6530,3776.6826
11313,2880.8364
19166,4046.5444
28579,6254.2896
17125,3599.8096
5421,2658.2046
21744,3238.4468
22358,6022.157
9175,2206.8904
450,303.15054
8252,1507.5839
27775,4354.233
21435,7771.229
18942,1931.6787
16939,3266.578
24628,2219.3044
14715,5376.5747
28024,22248.18
28677,4919.2466
23985,7622.3623
29520,4439.212
28607,2966.742
25718,878.2552
5270,4837.307
18511,3207.6143
7935,7368.569
25048,3902.276
9954,4155.193
23228,4590.511
7017,2285.2786
23559,1034.8578
16283,2711.6643
14686,2933.3901
17652,3790.4592
8771,2945.7537
9037,13311.221
25496,3769.2563
14081,34764.453
8539,6928.8374
24295,4821.763
21044,3391.7185
21347,7023.172
6175,9224.323
14825,4925.029
12770,4799.4956
4522,38.066483
3818,2916.0042
14428,2880.9268
10022,2647.252
28641,5629.09
16428,3536.1145
4882,3469.746
20735,4693.735
15353,15670.965
19670,2406.7583
22249,2845.2727
16681,5345.648
22557,3851.5112
872,7059.682
16885,4658.481
26329,4621.268
24039,3974.409
22189,5634.3423
29445,3236.9377
25716,25264.309
886,2677.262
14107,680.94446
29221,5187.1724
6807,10200.607
7565,6342.144
20901,4106.2583
27385,6585.6626
14023,7494.151
19333,5200.633
22316,7838.8877
5300,51452.83
17373,3458.4146
16069,3554.6711
2038,7500.917
24289,3155.3699
8946,3260.6118
5714,2779.9187
14210,11791.754
14532,3696.2576
1240,5174.8364
2242,15329.902
16714,4222.479
16310,4208.3516
25236,3715.508
8075,5169.1787
27016,3049.7942
8355,2515.4146
19878,7167.889
7206,1849.473
21939,3682.5894
28896,1487.223
26632,7143.112
8454,2368.5317
6133,5695.9277
970,2894.3538
28962,48.400482
14606,35019.3
19340,52613.76
17462,5097.732
13438,1642.0616
8166,3220.7207
3603,2545.6658
25910,5058.934
15755,5914.987
11904,8590.666
7900,2186.58
2180,3526.166
10179,10190.865
12401,6405.736
25439,5016.8022
15245,9671.822
7767,2302.3618
8730,8105.0537
18061,149688.62
4699,5352.7886
13187,4884.3267
22496,7689.848
18276,4975.0005
628,8876.067
11988,2637.899
3448,3091.9336
18892,8509.828
1105,4471.633
20507,4581.076
19256,3286.3252
7844,4085.7546
20848,7061.899
29567,4680.156
8531,3793.996
11230,5566.5903
2711,9945.127
4896,8117.813
16762,8510.999
18214,7900.521
10653,2144.5835
14279,6059.976
17322,3308.6094
1625,2338.149
12976,11330.804
17597,4817.8413
890,9527.253
1977,4280.4966
27903,5160.1655
20473,3412.3503
2057,3726.1392
6241,6582.558
5120,7670.6333
6638,8018.3853
20325,6518.6577
26115,4956.74
17621,71370.414
26966,8593.937
15812,4470.535
8383,6754.2
2934,4124.912
3146,5412.067
19718,7841.197
26304,3144.382
900,2202.3394
12546,2858.4175
21225,3509.8975
9546,3550.4663
28150,9233.094
28420,2960.728
28593,10873.484
5021,6845.768
16376,11122.82
22253,3687.3892
13143,4422.85
17629,2446.0073
1621,10177.002
23858,9858.951
5806,4172.683
22005,2570.2466
8017,6219.474
18668,11740.365
28932,46007.355
29043,3137.102
13129,2584.7642
15849,2585.7004
19223,6083.1567
12255,3753.2341
21705,10638.797
14718,3964.3442
20584,6436.013
20397,3737.7197
4537,5714.76
12464,3742.879
16952,5924.7744
4945,6098.7036
6019,3540.816
5817,5907.041
10800,9524.861
6247,3784.8347
9873,3115.371
13816,3423.2588
6595,4402.0913
4021,5965.057
586,6746.7837
9152,3739.0852
2107,60323.914
5773,3266.4646
21804,3504.959
9286,2698.4644
3830,8241.805
4440,5699.1743
14848,4308.3237
23492,11114.709
19887,4592.912
15171,3944.045
28442,6840.5825
29028,4020.5498
613,22780.213
26401,3117.7275
23653,4814.3335
13495,3071.558
27270,4482.699
1385,5158.1587
14303,37473.793
13422,9001.739
10610,3755.1865
45,4206.5493
7650,11349.236
1026,5231.592
7938,2674.5518
5243,3884.3667
15961,3066.69
8498,3540.6328
259,8403.007
26206,4235.795
26673,6782.021
952,3060.559
11046,4435.374
7436,1572.7379
20836,21307.834
9014,39930.684
23289,3753.6343
6356,7220.4487
11887,3350.3857
2574,5878.138
6972,3481.0427
6442,8018.819
3913,1681.5934
20820,4885.745
18681,4821.191
29063,3291.1372
5086,4754.179
24331,2559.5186
2363,3574.2275
24373,2866.152
17768,6415.231
27623,8456.143
13167,5519.028
24298,6337.221
1455,6817.0146
22501,2722.8853
26187,3161.104
11334,1621.2308
13084,4361.8877
20979,2165.6018
13866,32.098255
4189,2974.296
6061,21734.693
16091,2438.1807
22780,3472.2908
28724,11419.963
1508,2646.9
23628,4879.1743
7590,3971.2456
23342,4546.9414
21793,5499.53
10386,3317.8108
25558,7851.3257
24975,3564.5742
14812,75.1352
2168,2679.0461
21306,4647.101
22569,7348.3286
9961,5339.232
19264,2023.0575
2379,2615.4016
21827,3993.8928
14367,4723.9194
13587,6626.9653
10945,6827.2217
17949,3126.7363
18178,4817.019
5441,5370.15
19557,3349.471
9021,4055.0696
25635,3561.3823
10233,1809.6486
13070,5569.6216
23722,2931.9714
19272,2152.6262
3998,10508.306
10679,4673.457
23990,2291.2856
1804,4259.4053
12671,3291.56
21847,9350.982
10063,9611.785
1322,5865.956
19181,4394.7383
4603,6022.104
8904,4185.1694
23521,3606.3872
4482,4946.601
21474,5280.319
9073,4587.586
22298,26467.57
9793,8796.889
20651,4493.908
5170,3676.1711
16597,7129.514
21051,1901.7799
16305,7552.8843
12555,5729.0903
12477,3108.426
13578,17482.287
19390,2491.8008
16638,7843.1777
9523,3063.0635
13767,3200.8247
22542,4844.8687
21941,3908.9211
21743,3174.6194
12781,2478.7007
25822,6649.2446
13137,5068.8096
9001,5047.918
217,1677.0704
23731,4969.3384
16947,3514.7795
29202,4938.169
9504,3936.8638
27015,6055.3354
18617,4901.0786
13347,2391.4453
23599,4045.5166
23913,4675.821
9611,5989.4053
26681,3719.2896
9177,3022.7866
7358,7823.2065
8434,5254.9253
17274,4760.811
3017,4932.0503
25645,3802.1948
28569,4375.3833
10430,3734.1846
1109,9019.035
10645,2655.1301
24727,3430.4453
1624,1045.9188
20203,4815.18
4893,6522.691
3460,8501.831
23373,2095.7656
8717,3762.3013
26736,5699.7153
22417,2616.849
4383,81960.29
19260,3343.1392
15397,5101.497
9774,3976.39
243,2765.497
5226,2704.0269
7779,5659.274
2759,2746.434
8297,7485.0776
21257,11349.973
16093,11167.161
14671,5533.5796
5529,4520.5884
19567,6359.3716
14203,3667.731
8152,5118.041
12894,3451.974
10084,8618.587
17673,5438.85
14596,3858.9485
7093,3632.2173
17764,9707.591
6762,7178.8364
7406,8729.479
9197,28275.025
18118,4995.474
9495,57738.67
7480,7194.076
19760,3846.256
25703,1446.4833
15562,6356.554
11499,4062.1418
18474,13634.682
1172,5882.813
4104,2422.7466
10319,2261.615
23358,1913.6139
3109,2312.2988
13322,2946.705
8388,755.8987
9645,2409.4807
27630,1358.1373
25073,3251.6797
14265,5821.888
26609,4392.7944
14556,6748.818
663,3667.388
1471,1710.4625
18146,6656.1943
9822,4172.3647
19268,5231.1367
7600,8447.503
10105,6496.0317
27837,6016.941
16259,8593.287
5881,2734.7495
11801,5453.2007
5257,2535.1099
14683,3050.959
19095,2288.2256
6961,3471.5908
18479,3847.8413
25229,4679.484
18733,2526.7246
16520,8114.598
4870,4009.8203
11984,4224.683
20988,4123.862
16034,4218.932
3088,5114.8286
8662,5999.4517
18619,51686.707
4790,5043.792
12641,3871.5996
11860,3680.123
22163,7057.2085
2739,2613.8052
13208,3616.7222
8081,2045.5155
1434,8635.355
18170,10876.662
21499,4795.904
4330,3224.0955
26095,3570.544
13869,2332.251
14643,16881.459
28249,2888.978
21272,3837.7874
13706,53103.09
11777,41040.62
23119,9116.543
6064,3068.8848
2383,16023.826
3355,4306.4253
3922,5994.8486
11119,10434.926
23914,2803.7188
6968,3706.5356
28094,14944.885
4423,5935.4565
14618,2480.939
28539,2684.688
18877,2715.3643
10924,8894.652
13131,11164.818
2563,5587.989
18250,2974.4067
21962,1978.0425
8659,4235.3813
19872,22391.78
13113,2912.696
12855,3596.949
6537,2349.013
8524,4845.067
8954,3851.0815
794,7433.4727
8330,3982.449
11674,7564.4316
23537,4156.7397
526,5507.777
6199,6725.1675
10161,6737.642
5327,3662.7944
16677,5864.39
28058,3762.1072
6032,3023.498
3618,1596.371
14717,5990.2964
8944,11510.867
3002,2834.2354
23946,3579.747
15264,2326.3198
22359,10141.727
15569,7977.2036
21799,2455.5454
8681,3297.3418
2614,3730.9426
11666,2481.18
2923,3026.452
25644,4743.6743
5982,3951.2256
5999,3738.2832
4695,6606.819
883,3200.016
16070,5020.2324
14745,2644.6978
21591,3677.7632
23271,1314.1729
27655,3338.0364
13240,3128.4226
5035,3110.9521
13376,6176.9365
6430,4714.3496
534,11691.221
19369,6941.067
26793,3785.7808
18701,6739.458
14575,5385.3022
20900,6847.041
17762,4656.4966
13987,5300.7495
13237,4598.6694
4911,4255.3506
20930,19789.658
5206,16619.68
26371,5948.274
9348,2779.6448
20889,3564.0742
14175,761.52875
23606,11297.93
27824,3521.4463
22236,5760.1777
14674,5583.271
24446,7291.1904
101,4032.7349
21211,483.66898
16854,30322.44
7816,3355.273
4534,2410.911
15660,4953.245
2666,5367.7876
11683,4155.568
925,4359.207
25542,5930.654
1484,4818.756
17637,1709.4755
10031,4165.53
697,5089.1187
1633,2929.2373
9658,3831.7927
12075,6573.1587
19428,5368.5317
12883,6887.614
13815,5473.113
15590,4267.957
23665,4604.6436
24935,5026.224
21185,3614.841
24573,87.75309
14340,2896.13
8282,3357.2422
13927,7548.4224
15385,3814.9019
22859,4938.0767
8724,3919.4978
18158,5561.8105
29199,4551.553
28030,5081.125
11144,9075.483
6860,5201.862
22820,2488.7886
15720,7849.0273
1855,7836.3286
11576,3919.2583
1476,2741.1187
4925,89.65365
3481,3027.8914
20288,20336.0
19809,4082.8152
13952,1344.7783
2761,3433.0762
5295,4539.9775
23056,4211.3726
19289,107.81642
27035,2144.3687
16708,4920.7397
11129,6741.4185
26415,3839.759
9151,7684.568
13978,12474.152
7265,2440.0127
10380,6777.679
11460,5028.2817
3243,1027.1786
17749,3641.0093
15141,1887.4156
16452,5961.0854
16572,3242.7964
18,3403.498
15802,5575.1177
27539,1499.3757
2609,6768.6196
18561,3820.243
17148,3780.586
2749,37.241943
16733,3531.0615
5998,9647.441
28509,2727.9023
27713,6945.6963
9249,5246.139
12249,6136.777
25320,2815.3413
21327,3132.0796
24868,6371.7905
2297,4578.5713
10554,7733.5083
6326,4350.236
26759,4494.9214
23751,4180.9253
27445,2627.4634
20170,4363.9556
25282,2342.016
4463,6109.688
14859,4476.351
17881,12313.516
27776,3247.7778
6559,6291.0967
25321,6428.356
22264,6347.4956
17601,5485.6235
14055,4631.269
23845,3624.4917
22027,3580.667
2565,4205.4653
10367,3333.9448
22977,5272.4595
10883,2398.9219
21061,4544.316
6309,14529.225
26215,8435.189
13588,8990.888
2813,5527.941
6803,8457.3
4466,4322.192
11549,7431.1294
15529,4998.772
14850,3858.838
29038,3904.6577
10194,2089.851
27516,5169.271
14190,2446.3918
22381,3315.9941
20263,3632.3008
17429,4096.2095
23043,4114.851
5237,7028.3037
3196,2379.3604
22871,4404.2056
25990,3187.6804
17679,5256.352
14479,3968.8782
12672,5894.6675
2677,5997.4175
24660,5658.184
11037,6234.708
8863,9814.0625
28166,7854.7603
2525,3190.8105
1696,3534.8835
29460,40089.83
25873,4254.9614
18314,3851.2012
26482,2576.935
19279,6545.0664
8476,3483.2222
3675,2856.6697
25007,1826.6896
307,2696.2192
26408,2764.6316
4424,13935.566
19770,3932.4006
28454,3714.6213
27185,2542.2368
28463,6869.2607
19337,2788.06
25654,4195.257
2190,5603.862
6122,5677.2944
7536,2509.694
8864,1854.8359
13369,3518.644
18639,4923.2236
2791,6778.524
22001,9407.038
22960,6672.475
3462,1526.5432
26870,4284.285
13386,4810.96
6078,5240.2915
13357,4038.3247
20285,3411.4844
24943,19987.06
22861,8600.484
25023,7466.4116
16664,2968.5864
9217,4250.25
23438,3769.4226
13072,2621.7944
8108,2045.0331
26270,2589.2246
2635,8227.507
18478,10010.291
8418,2841.6406
12461,10935.104
16047,8316.176
27968,5557.438
12326,5731.209
20278,3803.0745
3165,4051.1218
17502,3031.4932
19915,6673.543
27207,7328.735
4392,4798.341
719,3623.864
22130,5036.3306
590,23522.967
8236,4879.228
1414,3091.7417
10902,3413.305
21411,2614.5005
3301,5220.3447
1110,6132.0825
17957,8613.164
24936,4335.104
11389,5182.742
4188,2157.8057
19581,35.80268
21,8974.198
5107,3519.5469
26161,3006.1812
4351,3463.0212
14874,2780.8687
25247,4257.0737
10649,6755.024
8242,5455.662
8220,3924.455
3037,2813.6396
28971,4316.766
745,2646.806
27862,3166.8335
14568,10988.852
17282,4981.772
12673,3707.168
3168,8293.388
2779,5516.2993
24503,2903.4573
2856,2729.586
25551,3199.931
12857,3277.685
29910,2208.2935
16720,6634.641
7412,3062.6733
3025,3236.7002
12729,6322.745
26199,6184.611
3310,2915.3643
20268,1511.7023
1887,2138.7676
14451,2284.3684
16022,2409.2512
5896,4316.4272
14583,4715.6006
17489,3279.3354
6854,5570.2476
4544,12837.23
10921,4167.223
27366,3000.602
20009,2740.1953
11294,4423.512
12519,3030.3354
6336,3694.1658
1835,4083.8562
17546,4339.8633
8768,34547.5
26598,9090.66
16603,7456.812
15465,4935.4966
27988,7158.645
27409,3185.275
29349,3688.458
21490,6770.19
20074,7952.6743
5310,2625.8828
9795,26537.85
5094,4064.2
14743,4541.353
5774,5377.9854
1776,2430.2705
10036,4072.2563
12001,4839.3657
15377,3732.7844
16008,5251.9487
12615,4905.9624
27694,2356.9897
20121,5168.401
9633,4134.1157
14924,3552.5063
4381,8044.0244
23313,2365.4702
14817,10628.592
15043,8332.76
23098,5015.0566
6877,2194.5618
15154,3199.6995
6178,3249.2698
28018,6486.8696
19598,6581.5386
19366,4532.598
13228,1364.5354
20135,2093.9338
3056,1509.3102
23749,4863.821
22140,5307.203
17887,4949.8315
22664,4025.6406
13788,6818.8696
12634,5419.4995
12871,17674.914
6174,2242.2515
27304,4665.1113
25097,7243.9937
6359,9644.664
21151,3856.1055
7813,3872.7148
18105,6490.158
21853,3656.769
12393,4538.725
595,5942.4746
29363,4344.6426
11160,5044.858
3615,3042.2495
12390,2998.2446
8206,2467.2024
21111,2815.293
20123,4365.5728
58,3178.7441
15513,8120.276
21980,3924.966
16693,1262.276
20056,6111.363
15517,4027.4907
17256,12333.124
18183,2961.5737
24163,3865.379
14495,3056.707
20697,4948.904
2941,3656.5552
18325,3735.8518
18663,3755.7688
4252,7394.6826
23477,2677.4573
12279,4940.3955
6795,5160.8853
20382,6622.1216
901,5192.5444
5169,4507.878
14363,4078.9167
478,5215.656
3262,6045.108
28522,3793.0806
1562,2017.0187
5376,3912.956
28062,8289.167
22193,3002.371
1924,4340.774
22708,2671.2507
26807,2353.3896
13975,5305.1147
25000,2478.3933
4299,13894.416
1129,2515.3257
3398,4060.2192
17519,11689.035
21162,3135.7363
5473,2732.5132
24399,5356.4487
14539,7136.138
14522,2316.257
27503,4836.846
25901,4088.2798
18376,2954.1191
9132,9758.367
14700,3592.783
25977,3066.6016
409,2831.6653
20722,2405.8604
13903,3321.8718
18027,3462.0996
23855,4851.9443
27634,1498.9901
14159,8423.822
18342,2620.7778
23780,9525.155
529,2750.529
15276,4166.182
27718,7104.2686
7996,5911.4116
7175,5028.18
20818,2851.5464
12048,6327.641
22566,3347.4653
12430,1902.643
16218,5313.5845
28283,4663.0366
6742,3131.4026
25792,5992.303
25897,8526.212
24358,2727.0864
5147,26842.41
2736,5250.1636
15627,9583.647
10841,214760.12
1407,4758.484
10672,5033.455
14855,5202.033
27268,2895.0483
25636,4269.6997
3021,7682.463
25798,6443.307
7400,2439.8606
10733,8747.543
24236,2493.392
23550,7041.4487
22431,48859.285
4858,4513.018
565,3465.4084
19218,4179.192
6599,4871.512
20187,1619.3218
5167,5972.402
5477,2830.7834
4459,5758.307
17668,4053.903
9062,163.75351
24037,2332.5806
19889,3725.1934
14366,4376.8125
18648,5378.5884
2851,5808.4565
12155,6671.46
84,8633.315
6775,3810.9946
28029,2805.2852
10485,2172.2385
20751,3602.6472
24585,4296.6304
16362,3770.597
15674,5906.14
7399,2561.0078
28835,3750.8708
28905,2055.8962
273,3797.0203
29522,9058.399
24949,7462.5312
26172,4805.5923
21839,7684.2515
10730,4094.6597
19759,7070.2617
7829,8023.4604
18673,2683.3062
822,8318.99
22465,3679.4595
3484,16170.1875
14072,5463.4707
29642,1224.63
7084,5378.7554
13447,4004.9294
