ACCOUNT_ID,y_hat
17252,0
3337,1
25374,0
20595,0
6567,0
23246,0
10706,0
4775,0
27820,1
22063,0
13733,0
14309,1
22424,0
24929,1
10884,1
29724,0
21037,0
6242,0
13810,0
23873,0
29192,0
24443,0
12017,0
16464,1
13245,0
29681,0
19790,0
1245,1
9833,0
23028,0
6067,0
27758,0
11353,1
25034,0
5153,1
19710,1
12539,0
1052,1
7087,0
9390,1
27637,1
27565,1
10962,1
23703,0
15231,0
21690,0
3228,0
28156,0
21582,0
4784,0
23178,1
4625,0
16971,1
17879,0
27510,0
23516,0
11098,0
13890,0
929,0
6511,0
13052,0
13094,0
26792,0
7821,0
20607,0
13538,0
15259,1
3347,0
10176,1
2864,0
6327,1
26727,0
14533,0
29350,0
767,0
3708,1
2694,0
21837,0
23574,0
12446,0
16239,0
12743,0
14571,0
9455,0
12607,0
24253,0
1260,0
3697,1
16574,0
7021,0
28384,1
25629,0
24390,1
4185,1
6653,0
24842,1
16299,0
7677,0
8459,0
6119,0
16480,0
25065,0
12562,1
12071,1
3051,0
10560,0
1204,0
20230,0
6227,0
3106,0
23832,1
14509,0
915,0
15786,1
29605,0
5934,1
29670,0
25904,0
12137,0
29738,0
19116,1
12578,1
28547,0
2445,0
13627,1
24895,0
21504,0
17804,0
25671,1
20905,0
1799,1
20020,0
22746,0
27281,0
4927,1
18332,0
868,1
22767,1
18753,0
11889,1
21589,0
8587,0
29191,0
29616,1
20577,0
691,0
27056,0
8760,0
21224,0
425,1
16795,1
252,1
7770,1
10324,0
9897,0
24363,0
28019,1
5735,0
11564,0
3293,0
1597,0
10986,1
21168,0
14469,0
19986,1
25710,0
22401,0
13526,0
1406,0
7053,0
6100,0
20919,0
16788,0
26558,1
15904,0
7510,0
16330,1
24983,0
28197,0
8175,1
13439,0
24666,0
10222,1
28979,0
18507,0
25344,1
13862,1
6330,1
20347,0
13710,0
28169,0
19023,0
18282,0
9414,0
8436,0
11408,0
20204,0
10085,1
23869,1
11966,0
28424,0
11632,0
18251,1
16432,0
2706,0
16280,1
1113,0
24379,0
5624,0
10898,1
10551,0
7336,0
17162,1
5911,0
15218,0
2707,0
581,1
12375,1
11043,0
9237,1
8606,0
17193,0
15238,0
17684,1
3406,0
13445,0
26225,0
20368,0
9472,0
748,0
4054,0
12040,1
8113,0
19706,0
19927,1
3990,0
28433,0
21235,1
24807,1
2289,0
22815,0
8373,0
9068,1
21893,1
4552,1
4004,0
24699,0
17716,0
21187,0
9315,0
23808,1
18409,0
10439,0
4829,0
13063,0
24531,0
5938,1
18861,1
992,0
5824,0
18403,1
9094,0
28446,1
5513,0
13292,0
4418,0
11697,0
10573,0
4058,0
5061,0
18457,1
8843,0
15818,0
6539,0
26340,0
15987,0
16930,0
9252,0
11835,0
1785,0
13147,0
23799,0
7466,0
2339,0
7441,0
20916,1
12715,0
23416,1
17194,0
22788,0
10377,0
13221,1
24035,0
13075,0
17826,0
24613,0
26814,1
21328,0
4129,0
19278,0
21153,0
4864,1
15907,0
5703,0
22442,1
25531,0
3152,0
14440,0
2305,1
26145,0
1793,1
25382,0
9740,0
16580,0
4551,0
10954,0
6950,0
7962,1
13100,0
7700,1
15836,1
10025,0
29841,1
13109,1
28721,1
10360,0
23374,1
29945,0
19881,0
11120,1
11466,0
7255,0
27536,0
23180,0
4635,1
11309,1
7680,0
6254,0
5245,0
26987,0
7351,0
9161,0
9295,0
25606,0
20286,0
11756,0
19967,0
11379,0
24071,0
22184,0
16064,0
14408,0
3459,0
2796,0
8049,0
4592,1
1576,1
25470,0
6439,1
26211,0
304,0
29704,0
10998,0
2030,1
120,0
21344,0
11799,1
22379,1
26249,1
14331,0
16571,0
14732,1
5458,0
25437,1
20709,1
16969,0
19604,0
26672,0
3855,0
8269,1
14264,1
19284,0
7367,0
24430,0
9808,1
4685,1
2090,0
12980,1
13165,1
13387,0
8268,0
17948,0
9025,0
6141,0
19156,0
2797,0
1794,0
28838,1
1099,0
19420,1
11279,1
12171,0
8315,0
16760,0
17600,0
28647,0
18964,0
8210,0
26078,0
8572,1
14785,1
325,0
29793,1
16692,0
204,0
16823,1
19858,0
9300,0
23122,1
11307,0
22416,0
28434,1
1821,0
480,0
1241,0
27524,0
10002,0
18761,0
10817,0
17200,0
5944,0
19707,0
3327,0
17466,0
1671,0
12102,0
6143,0
14989,0
27215,0
11034,0
25327,1
1480,0
4009,1
1971,1
14095,1
26368,1
23956,1
18903,0
23965,0
17445,0
20992,0
5986,0
22955,1
20835,0
7908,0
8543,1
7245,1
7749,0
29052,1
22393,1
1661,0
9887,0
18630,0
25702,0
4527,1
6394,0
5976,0
9535,1
14939,1
2756,0
10210,0
17729,1
14452,0
12712,1
21438,0
25161,0
2439,0
27688,0
3218,1
12222,0
18144,0
14842,1
15854,1
15971,0
972,1
9547,1
22101,0
12342,1
1552,1
11315,0
1953,1
11154,1
18991,0
10429,0
984,1
26510,0
9371,0
5915,0
878,0
12091,0
25788,0
2721,0
25433,0
4736,1
16332,0
9949,1
17142,0
22963,1
4077,1
7045,1
22052,0
232,0
14374,1
30,1
11793,0
12790,0
13735,0
27966,1
23557,1
751,0
5290,0
20232,0
3473,1
28190,1
19510,1
12051,0
13138,1
20899,0
26229,0
28722,0
19364,0
8001,0
19902,1
833,0
2419,0
17040,0
5914,1
2506,1
27340,1
14814,0
27354,1
25920,1
7193,0
28406,0
9104,1
29366,0
7967,0
9391,1
20071,0
189,0
28965,0
27783,0
29476,1
24923,1
29163,1
11834,1
27180,1
7696,0
2642,0
10321,1
19775,0
18616,0
15164,1
28226,1
17518,1
19020,0
4594,1
21959,1
24496,0
26363,0
22868,0
16663,0
9597,0
22255,0
20518,0
2040,1
25498,0
10475,1
19255,0
19753,1
3092,0
3360,0
1880,1
10015,0
19346,0
14144,0
26610,0
13700,1
928,0
4317,1
19535,0
2769,0
27664,0
21181,0
2214,1
15870,0
29665,0
15518,0
28418,0
14833,0
23494,0
3390,0
22589,0
8792,0
11331,0
18638,0
7395,0
9169,0
12384,0
20401,0
16234,0
26877,0
28616,0
17707,0
16811,1
21796,1
17400,0
24051,0
12877,0
15495,0
7187,0
13581,0
27350,0
8077,0
17545,0
29435,0
2093,0
16556,1
27050,0
11699,0
4229,0
12851,0
25364,0
27347,0
16240,0
13069,1
25178,0
1153,0
555,0
2189,1
8073,0
23322,0
11617,0
11806,0
3561,0
22164,1
183,0
11925,0
29279,0
6404,1
15364,1
10910,0
7542,1
15908,0
1228,0
23504,0
10857,1
2773,0
14821,1
5077,1
2177,0
10440,0
25223,0
12049,0
17287,0
24853,1
21296,0
24816,0
14750,0
18129,1
8818,0
13429,0
4012,0
15416,1
10663,0
18333,0
20333,0
11115,0
6207,0
14317,0
18032,1
27252,0
23460,0
29762,0
23129,0
3880,0
23483,0
27949,1
65,0
7832,0
728,1
12826,1
7936,1
23499,0
17359,1
9931,0
8162,0
11467,0
532,0
24038,0
27891,0
2109,0
16388,0
1058,1
13530,0
28778,0
12581,0
6728,0
15877,0
1865,0
12870,0
19489,0
19149,0
2947,0
9022,0
9644,0
15034,1
19463,1
1431,0
25262,1
22904,1
22658,1
23750,0
6008,0
4757,0
23885,1
7745,1
1481,0
20384,1
24391,1
19040,1
9640,1
614,0
2533,1
24279,1
22932,0
24196,1
26730,0
17603,0
16342,0
9377,0
1276,0
21448,0
23806,1
10434,0
9921,0
11625,1
806,1
15093,1
17963,0
8664,0
4490,1
22319,0
27807,0
19509,0
8332,0
8861,0
29807,0
29023,1
12902,0
207,1
2066,0
8473,1
14836,0
23120,0
5002,0
26586,0
21340,0
12505,1
16705,0
18316,0
9290,0
28624,0
17172,1
17595,0
6822,0
11363,1
13406,0
26915,0
20672,1
11744,1
21772,0
11888,1
1332,1
7226,0
8156,0
6402,1
10160,0
27707,0
29494,0
899,0
15186,1
3760,0
23995,1
21436,1
1522,0
14090,0
5640,0
25913,1
11168,0
9280,1
19918,1
27766,1
29168,0
11507,1
19332,0
25336,1
474,1
13885,0
133,0
28808,0
24018,0
24719,0
3810,1
14612,1
8731,0
9959,0
10388,0
27274,0
20257,0
685,0
20306,0
2444,0
22717,0
665,1
24184,0
966,0
15355,0
9114,0
2014,0
12584,0
3060,0
24823,0
25325,0
2846,0
8847,0
27175,1
23411,0
26961,0
28557,1
2026,0
13716,0
19661,1
25246,0
14943,0
20867,0
17390,0
2267,0
8493,0
7144,0
19619,1
24046,0
23572,0
4042,0
26296,0
14063,0
7094,1
19421,0
7581,0
5426,0
1559,0
24219,1
29936,1
21844,0
2545,1
19755,0
25217,1
22181,0
2650,0
20679,1
5768,1
22575,0
27527,0
755,1
20167,0
10463,1
5344,0
17078,1
684,0
26891,1
2817,0
944,0
7910,0
19078,0
8181,0
3904,0
5159,0
13739,0
28274,0
24189,1
21593,0
21787,0
29056,0
12782,0
15030,0
3999,0
12124,1
26412,0
2209,0
26661,1
27779,0
6222,0
24809,0
10517,0
960,0
20226,1
20545,1
22584,1
15688,0
5582,0
29325,0
20665,0
16523,0
19153,0
19784,0
22053,0
22855,1
18830,0
4690,0
1017,0
22082,1
22821,0
25504,0
13004,0
8716,1
16633,1
2820,0
6314,0
15540,0
19687,0
19180,0
27559,1
4705,0
1347,0
2812,0
4121,1
25546,0
24692,0
23362,0
25204,0
14803,0
20090,0
17499,1
8168,0
4196,0
14742,0
25862,1
10689,1
8267,0
11390,0
3422,1
26967,1
26193,0
7670,0
11335,0
3969,1
18043,1
15019,0
5587,0
4982,0
3379,1
20969,0
19859,1
26859,0
26769,0
17837,1
26713,0
22309,0
22704,0
4681,1
422,0
22221,0
28010,0
29966,0
18069,1
8199,0
21922,0
6496,1
10253,0
4019,0
26248,0
5076,0
20640,0
8702,0
13296,0
16948,0
1683,0
8357,0
1666,1
1867,0
26518,1
21133,0
15152,0
15736,0
3524,0
21778,0
516,0
9373,0
4176,0
25017,0
26384,1
10427,0
23200,1
23617,0
15899,0
6985,0
5779,0
24712,0
1182,1
19069,0
15466,0
1199,0
3659,0
12386,0
21649,0
9134,1
5901,0
23193,1
24112,0
23234,1
17639,0
11344,1
21777,0
17748,0
556,0
7158,0
1237,0
25885,0
16184,1
13789,0
16985,0
24724,0
10935,0
5314,1
6025,0
17440,0
12499,1
26196,0
2322,0
2333,0
14681,0
20403,0
2101,1
12008,0
12768,0
28483,0
21766,1
13743,0
16728,1
15552,0
19487,0
5693,1
28147,0
224,0
17508,0
4456,0
11579,0
1964,1
9138,0
14673,0
13169,0
24667,1
113,1
2452,0
5043,0
23826,1
20906,1
25864,0
22640,0
28919,0
6106,0
9874,0
27560,1
28087,0
1171,0
26053,1
29453,0
28235,0
7167,1
14551,0
2803,0
12285,1
18085,0
28868,0
678,0
7044,0
28928,0
247,0
1205,0
26207,0
12194,0
2470,0
3856,1
11012,1
23774,0
12493,0
10629,1
3712,1
29075,1
15697,0
16588,0
14457,0
14765,0
19446,0
10806,1
7227,0
7313,0
29178,1
1271,1
14,1
19518,0
12986,0
8070,1
23842,1
18756,1
13664,0
14559,1
154,1
17710,0
26376,1
17111,0
13846,0
16848,0
29034,0
15716,1
5238,0
16057,0
18951,0
27951,0
15429,1
6566,1
2409,1
28669,0
24033,0
29024,0
11705,0
22265,1
6799,1
10446,1
8733,1
7058,0
6908,1
19408,0
17761,1
9854,0
27601,0
13367,0
12489,0
26487,0
3382,1
21566,0
11218,0
3031,1
554,0
5311,1
28282,0
20764,1
26783,0
24333,0
24119,0
11332,1
4386,0
5312,0
12840,1
16055,0
3214,0
13133,1
2083,1
14359,0
16566,0
19864,0
12694,1
11428,0
28793,1
4239,0
11814,1
9850,0
5959,1
4376,0
21062,0
4478,0
22311,0
5492,0
23304,0
1574,0
12837,0
4673,0
23439,1
25491,0
3297,0
28206,0
21526,0
2960,0
21241,0
4737,1
29886,0
16869,1
12831,0
7086,1
27025,0
4508,0
860,0
10825,0
26577,0
18113,0
22784,0
7778,0
6026,0
7640,0
3845,1
27994,0
6414,0
21717,0
14635,0
2534,0
20327,0
11316,0
7473,0
9518,0
25789,1
24045,1
12074,0
10803,1
6678,1
13749,1
11243,0
11068,0
27431,0
14256,1
15620,0
10077,0
12717,1
26602,0
7780,0
10956,0
9067,0
15741,0
24784,0
6673,0
13332,0
6412,0
24670,0
14761,0
7722,0
26375,0
645,0
22297,1
3877,1
4538,0
27659,0
13703,0
20272,0
18596,0
27417,0
7005,0
29559,0
4897,0
28947,0
9095,0
14630,0
13594,0
20476,1
8432,0
20331,1
18677,0
639,0
13772,0
27388,1
6173,0
3613,0
3879,1
442,1
6863,1
3318,0
17560,0
16446,1
20853,0
4382,0
27598,0
22511,1
23024,1
21429,0
4324,1
17091,0
23565,1
2056,0
6226,0
22634,0
27993,0
17969,0
14387,0
18270,1
12739,0
15592,1
20395,0
22204,0
5474,0
14308,0
3174,1
26233,1
19426,0
28002,0
24007,0
27317,1
24845,0
13689,1
17222,1
921,0
21373,0
13205,0
9228,0
29629,0
4920,0
17254,0
11166,0
1745,0
18894,0
29271,0
1611,1
19083,1
17399,1
10652,0
18397,0
10070,0
10736,0
29321,0
3309,0
3120,0
22396,0
28313,0
26183,1
11373,0
23682,1
246,0
23757,1
10711,0
25579,1
13913,1
17926,1
1524,0
839,0
18735,1
25796,0
22988,1
22500,0
23027,1
25057,1
18626,1
17066,1
10326,0
23213,1
569,0
22952,1
24211,0
12438,0
104,0
5541,1
28074,0
6306,1
10916,0
18060,0
3470,0
5454,0
20594,0
27450,0
22263,0
24312,1
16732,1
24421,0
2906,0
4523,1
1845,1
1737,0
10010,0
15715,1
12157,0
6909,0
15670,0
10039,0
1365,0
10038,0
26349,0
13074,1
2405,0
15493,0
16648,1
2626,0
3455,0
4276,1
23577,0
25989,1
1121,0
1890,1
2295,0
7847,0
19118,0
14252,0
2927,1
7578,0
20684,0
5847,1
8643,0
9975,0
21764,1
3222,0
13270,0
26894,0
22228,0
18775,1
15374,1
26159,0
28260,1
22195,0
8300,1
6360,0
25451,0
16369,1
12960,1
22958,1
13364,0
24530,0
17888,1
8870,1
25769,0
17554,0
1103,0
4606,0
5651,1
24498,0
1923,1
20087,0
10235,0
20141,0
15888,0
25758,0
598,0
19543,0
3816,1
20479,1
24376,0
19129,1
21546,1
16453,0
16527,0
28536,0
25835,0
9799,1
4411,1
21121,0
11485,0
24078,0
26938,0
15139,1
16598,1
23272,0
9481,0
2332,0
21517,0
10335,0
12640,0
9968,1
1507,0
15487,1
20520,0
4219,0
3616,0
9275,0
7174,0
15828,0
2218,1
25267,1
2805,0
13479,1
20492,0
26440,1
8414,0
12656,1
22757,0
11465,0
416,1
9836,0
2644,0
13917,0
962,0
28001,0
1043,1
11710,1
7921,1
16285,0
19694,0
24417,0
5266,0
21440,0
4789,0
2970,1
5796,1
19773,0
15283,0
18189,0
27923,1
19383,0
11911,1
21902,0
21478,0
10584,0
3287,1
21407,0
8735,0
28116,0
5490,0
10675,0
7920,0
2426,0
879,1
9213,0
18666,0
24067,0
3759,0
22008,0
25881,0
13433,0
25517,0
28332,0
14655,0
6642,1
16157,0
2453,0
18140,0
29633,0
3744,0
13071,0
9662,1
24229,1
5402,1
28787,1
27648,0
6167,1
1418,0
24736,0
9459,0
6126,1
15022,0
24336,0
7445,0
28954,1
11179,1
6569,0
3628,0
12625,0
21342,1
7256,1
14975,1
11994,0
8165,0
18132,0
17611,0
20581,1
28797,0
13393,0
21486,1
3580,0
16243,0
15315,0
19124,0
19087,0
2428,0
1329,1
12543,1
26377,1
3642,1
22150,1
21039,0
6743,1
11825,1
15677,0
11640,0
17703,0
13408,1
18786,0
14677,0
2663,1
12821,0
12379,0
4126,0
29960,0
24194,1
22512,1
14230,1
17864,0
19948,0
10949,0
1055,0
29384,0
14871,0
702,0
13013,0
12881,0
10125,1
2386,0
19789,0
25829,0
28531,1
21780,1
14739,1
18966,0
23032,1
15472,0
26410,1
18187,0
11194,0
11429,0
8901,1
17900,0
6009,0
8892,0
7874,0
19827,0
2597,0
2842,0
230,0
28118,1
23955,1
11765,1
18970,0
25133,0
6845,0
15769,0
9917,0
18247,0
27456,1
4679,0
9686,1
19286,1
17286,0
22397,0
2987,0
18236,1
17901,0
24518,0
23488,1
16466,0
20700,1
14918,0
7373,0
17521,0
6344,0
15387,0
5210,0
10888,1
16759,0
18496,0
7551,1
15052,0
