ACCOUNT_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|default.payment.next.month
4572|230000.0|2|2|2|37|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
3820|260000.0|2|1|2|29|2|0|0|-1|-1|-1|19006.0|19113.0|16376.0|2590.0|390.0|390.0|6005.0|1525.0|2590.0|390.0|390.0|390.0|1
7790|100000.0|2|2|1|30|0|0|0|0|0|2|100963.0|99679.0|101023.0|93514.0|79361.0|77373.0|3700.0|3700.0|4148.0|6000.0|0.0|3000.0|1
29483|180000.0|1|1|1|50|0|0|0|0|0|0|181624.0|182765.0|180769.0|141352.0|142078.0|141695.0|9021.0|6126.0|4856.0|4990.0|5133.0|5002.0|0
17517|300000.0|2|1|2|28|0|0|2|0|0|0|24763.0|33484.0|31501.0|32678.0|36147.0|40503.0|10700.0|0.0|2000.0|4000.0|5000.0|0.0|0
22115|500000.0|2|1|2|25|1|-1|-1|-1|-1|0|-46.0|9412.0|1260.0|0.0|1121.0|6566.0|9458.0|1260.0|0.0|1121.0|6000.0|3000.0|0
18838|500000.0|1|1|2|37|0|0|0|0|0|0|50140.0|45984.0|44584.0|25402.0|21140.0|16072.0|1862.0|1593.0|1538.0|835.0|451.0|553.0|0
5579|20000.0|2|2|2|22|0|0|0|0|0|0|17356.0|18205.0|10140.0|10345.0|7552.0|8001.0|1274.0|1119.0|324.0|278.0|579.0|170.0|0
4496|70000.0|1|1|2|28|-1|-1|-1|-1|-1|-1|5154.0|5835.0|5960.0|11780.0|1360.0|468.0|5860.0|5979.0|11780.0|1360.0|468.0|4615.0|0
14702|20000.0|1|1|2|29|-1|-1|-1|-1|0|-1|1199.0|15586.0|344.0|2340.0|6702.0|339.0|15586.0|344.0|2340.0|4702.0|339.0|330.0|0
10103|200000.0|1|2|1|33|0|0|2|-1|-1|0|50612.0|10537.0|5552.0|2506.0|9443.0|11818.0|10023.0|27.0|2614.0|9454.0|5019.0|5015.0|0
24581|220000.0|1|1|1|36|-1|-1|-1|-1|0|-1|16783.0|4861.0|2267.0|1350.0|925.0|11597.0|4880.0|2267.0|1350.0|0.0|11597.0|178577.0|0
10345|80000.0|1|2|2|25|-1|-1|-1|-1|-1|-1|416.0|416.0|416.0|416.0|416.0|416.0|416.0|416.0|416.0|416.0|416.0|416.0|0
3071|150000.0|1|1|1|46|0|0|0|0|0|0|97832.0|98403.0|99263.0|100920.0|86781.0|71408.0|4555.0|3500.0|3300.0|3027.0|3000.0|2700.0|0
20964|300000.0|2|1|2|26|0|0|0|0|0|0|277680.0|281719.0|284381.0|155562.0|158448.0|162626.0|12005.0|10155.0|6000.0|5000.0|6000.0|6000.0|0
5954|260000.0|2|2|2|36|-1|-1|-1|-1|-1|-1|17631.0|13184.0|1700.0|5190.0|8455.0|1462.0|13184.0|1700.0|5190.0|8455.0|1462.0|3641.0|0
14588|20000.0|2|5|2|23|0|0|0|0|0|-2|16371.0|17801.0|18256.0|18425.0|0.0|0.0|2000.0|1200.0|369.0|0.0|0.0|0.0|0
14406|50000.0|2|2|2|29|2|2|2|2|0|0|48286.0|49286.0|50006.0|48846.0|45944.0|46925.0|2100.0|1800.0|0.0|1624.0|1700.0|3000.0|1
2816|360000.0|2|1|2|28|-1|-1|-1|-1|-1|-1|276.0|0.0|502.0|0.0|1017.0|0.0|0.0|502.0|0.0|1017.0|0.0|359.0|0
18653|180000.0|2|3|1|70|0|0|0|0|0|0|162647.0|157533.0|153351.0|144086.0|118645.0|104652.0|5644.0|5962.0|4374.0|3895.0|3691.0|3694.0|0
24406|360000.0|1|2|2|31|0|0|0|0|0|0|281600.0|281178.0|265549.0|244053.0|239088.0|193401.0|14128.0|11208.0|6554.0|7248.0|7122.0|6144.0|1
4211|30000.0|1|2|2|40|0|0|0|0|0|0|21617.0|24133.0|25239.0|26314.0|27074.0|28723.0|3200.0|1800.0|1800.0|1500.0|2250.0|600.0|0
22661|300000.0|2|2|2|36|1|-2|-1|-1|-1|-1|0.0|0.0|200.0|0.0|16418.0|88632.0|0.0|200.0|0.0|16418.0|88632.0|1913.0|0
19347|50000.0|1|3|2|30|0|0|0|0|0|0|43702.0|44979.0|46755.0|47412.0|47703.0|49495.0|2000.0|2501.0|2000.0|2000.0|2500.0|2000.0|0
4682|30000.0|2|3|1|41|1|2|0|0|0|0|28041.0|23367.0|22843.0|23044.0|25082.0|25648.0|13.0|2003.0|2008.0|5000.0|1005.0|3016.0|0
23980|50000.0|2|1|2|23|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
1505|80000.0|1|1|2|29|0|0|0|0|0|0|78038.0|79183.0|81356.0|63039.0|64371.0|65650.0|3000.0|3500.0|3500.0|2500.0|2351.0|2441.0|0
22129|220000.0|1|2|1|41|0|0|-1|-1|-2|-2|45075.0|8840.0|1369.0|5924.0|1759.0|1824.0|8840.0|6643.0|5924.0|1759.0|1824.0|7022.0|0
11199|360000.0|2|2|1|38|-2|-1|-1|-1|-1|-1|0.0|212.0|3748.0|-2.0|666.0|919.0|212.0|3759.0|0.0|668.0|921.0|0.0|0
10798|50000.0|2|2|2|23|3|2|2|2|0|0|22613.0|21957.0|24482.0|24693.0|25283.0|27367.0|0.0|3200.0|910.0|1000.0|2500.0|0.0|1
25147|50000.0|2|3|1|36|0|0|2|0|0|0|49212.0|49243.0|5112.0|48455.0|48456.0|47234.0|5450.0|0.0|45554.0|2100.0|1900.0|2000.0|0
8123|280000.0|2|1|2|27|-1|-1|-1|-1|-1|-1|36382.0|2000.0|400.0|0.0|1398.0|4626.0|2000.0|400.0|0.0|1398.0|4626.0|0.0|0
4275|30000.0|2|3|1|57|0|0|0|0|0|0|17779.0|19097.0|19816.0|18471.0|16305.0|0.0|2000.0|1500.0|1000.0|841.0|0.0|1030.0|0
10871|30000.0|2|2|2|23|1|2|2|2|2|2|11174.0|11989.0|12997.0|12491.0|13374.0|13017.0|1300.0|1500.0|0.0|1090.0|0.0|2000.0|1
10497|150000.0|1|2|2|31|0|0|0|0|0|0|148815.0|148090.0|133619.0|127043.0|112067.0|39901.0|5147.0|4900.0|4677.0|4707.0|1700.0|1000.0|0
22299|240000.0|2|2|2|26|0|0|0|0|0|0|141315.0|128940.0|124226.0|113133.0|113966.0|103360.0|6349.0|5834.0|3870.0|4000.0|3825.0|3520.0|0
18785|170000.0|1|1|2|27|0|0|2|2|2|2|133149.0|138769.0|145050.0|146641.0|149603.0|157601.0|11936.0|13314.0|5801.0|5800.0|11000.0|1000.0|0
28984|250000.0|2|1|2|30|0|-1|2|0|0|-1|5607.0|9416.0|3421.0|11521.0|20424.0|7467.0|10000.0|0.0|10000.0|10000.0|17771.0|322.0|0
15479|310000.0|1|1|1|43|-1|2|-1|-1|-1|-1|2432.0|261.0|2745.0|-626.0|110.0|-154.0|0.0|4000.0|0.0|1000.0|0.0|0.0|0
1777|280000.0|2|2|2|35|0|0|0|0|0|0|184050.0|171714.0|154940.0|136894.0|138467.0|128473.0|7088.0|6107.0|5000.0|5057.0|5005.0|50012.0|0
18181|200000.0|2|2|1|33|0|0|0|0|0|0|23870.0|25168.0|26451.0|27437.0|29401.0|31939.0|2000.0|2000.0|1437.0|2401.0|3000.0|6000.0|0
29298|130000.0|1|1|2|27|-1|-1|-2|-2|-2|-2|1960.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
26751|10000.0|2|2|1|49|2|0|0|0|0|0|2240.0|3100.0|4116.0|5280.0|5543.0|5605.0|1057.0|1073.0|1237.0|500.0|300.0|205.0|1
12465|200000.0|1|1|1|41|1|2|0|0|2|2|150406.0|151415.0|156476.0|163330.0|162163.0|170867.0|5000.0|7500.0|11000.0|3000.0|11365.0|7000.0|1
11743|350000.0|1|1|1|55|-1|-1|-1|-1|-1|-1|5961.0|6318.0|1485.0|788.0|15015.0|666.0|6326.0|1485.0|788.0|15015.0|666.0|0.0|0
29142|60000.0|1|2|1|36|3|2|2|7|7|6|2400.0|2400.0|2400.0|2400.0|2400.0|1800.0|0.0|0.0|0.0|0.0|0.0|0.0|1
28788|200000.0|1|3|2|38|0|0|0|0|0|0|101254.0|105254.0|121893.0|109647.0|56157.0|37293.0|16002.0|30039.0|15019.0|10000.0|10000.0|8000.0|0
1428|200000.0|1|1|2|32|-2|-2|-2|-2|-1|-1|47244.0|92754.0|57928.0|523.0|223.0|7037.0|62330.0|57928.0|523.0|223.0|7037.0|11000.0|0
2744|360000.0|1|2|1|36|0|0|-1|-1|-1|-1|20328.0|12664.0|1901.0|2355.0|4206.0|5889.0|1204.0|1901.0|2355.0|4206.0|5889.0|0.0|0
19274|130000.0|1|2|2|29|0|0|0|0|0|0|29252.0|30086.0|30680.0|30797.0|31147.0|31996.0|2000.0|1793.0|1300.0|1223.0|1851.0|1000.0|0
1941|300000.0|2|1|2|30|-1|-1|-1|-1|-1|-1|688.0|3280.0|0.0|4340.0|2672.0|800.0|3288.0|0.0|4340.0|2672.0|800.0|746.0|0
14956|70000.0|2|3|2|41|0|0|0|0|0|0|32581.0|32888.0|33481.0|33683.0|34227.0|34327.0|2000.0|1500.0|1138.0|1806.0|1383.0|1250.0|0
11028|200000.0|2|2|2|31|0|0|0|0|0|0|203265.0|203147.0|203017.0|203109.0|203494.0|203920.0|7471.0|7848.0|8957.0|8000.0|7775.0|7341.0|0
21123|20000.0|2|2|1|24|2|2|0|0|0|0|19891.0|15895.0|17140.0|18457.0|21381.0|18914.0|0.0|1500.0|1600.0|1646.0|678.0|1000.0|1
15281|150000.0|2|3|2|28|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
8366|180000.0|1|2|1|39|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
23010|100000.0|2|1|2|25|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
22099|260000.0|2|2|2|29|0|0|0|0|0|0|193000.0|149410.0|138021.0|98578.0|84967.0|83224.0|5072.0|4439.0|3079.0|3020.0|3036.0|4554.0|0
1849|260000.0|2|1|2|30|2|-1|-1|-1|-1|-1|1196.0|1563.0|1443.0|1443.0|1443.0|1443.0|2000.0|1500.0|1443.0|1443.0|1443.0|3943.0|0
20|230000.0|1|1|1|59|-1|0|0|0|0|0|208459.0|206331.0|203813.0|201331.0|198999.0|191671.0|7536.0|7277.0|7100.0|7120.0|6844.0|6945.0|1
376|260000.0|1|2|2|28|0|0|0|0|0|0|251829.0|234867.0|237497.0|215343.0|205576.0|207688.0|10000.0|10500.0|9150.0|7500.0|8000.0|7500.0|0
23319|210000.0|2|2|1|44|0|0|0|0|0|0|89755.0|90031.0|70660.0|71172.0|71844.0|69923.0|3600.0|3100.0|2900.0|2600.0|2700.0|4000.0|0
20353|50000.0|1|2|2|37|5|4|3|2|0|0|19859.0|19268.0|18687.0|17956.0|17710.0|18710.0|0.0|0.0|0.0|354.0|1000.0|1000.0|0
15917|230000.0|2|3|1|37|0|0|0|0|0|0|225800.0|228342.0|189966.0|142377.0|143828.0|143698.0|8440.0|6100.0|7000.0|5356.0|5400.0|5200.0|0
8661|50000.0|2|2|2|24|2|2|2|2|2|2|49397.0|50388.0|51450.0|47867.0|51045.0|51118.0|2100.0|2200.0|0.0|4300.0|2100.0|0.0|0
7799|130000.0|1|3|1|56|-1|-1|-1|0|-1|-1|582.0|0.0|582.0|291.0|441.0|441.0|0.0|582.0|0.0|441.0|441.0|291.0|1
8278|200000.0|2|1|2|32|-2|-2|-2|-2|-2|-2|0.0|0.0|2090.0|0.0|0.0|2820.0|0.0|2090.0|0.0|0.0|2820.0|10540.0|0
22261|50000.0|1|1|1|25|0|0|2|0|0|0|5472.0|5891.0|6595.0|8400.0|4041.0|4815.0|1500.0|1000.0|2000.0|1000.0|1000.0|2000.0|0
27782|360000.0|1|1|2|30|0|0|0|0|0|0|365290.0|362533.0|358716.0|353426.0|299403.0|260620.0|13000.0|14000.0|12080.0|10000.0|9500.0|6000.0|0
13421|120000.0|2|2|1|34|2|2|2|2|2|2|64139.0|65430.0|63937.0|67290.0|68565.0|69784.0|2900.0|150.0|5000.0|2500.0|2500.0|3000.0|1
10605|230000.0|2|2|2|30|0|0|0|0|0|0|149775.0|107052.0|231164.0|120523.0|117102.0|116718.0|10000.0|130223.0|9953.0|4014.0|3307.0|4100.0|0
3741|70000.0|1|2|2|26|1|2|2|2|0|0|71160.0|67381.0|72192.0|70444.0|71900.0|0.0|0.0|6516.0|0.0|3300.0|0.0|500.0|0
27883|30000.0|1|2|2|25|2|3|2|2|0|0|21403.0|20766.0|21637.0|22473.0|23312.0|23419.0|0.0|1500.0|1500.0|1500.0|1500.0|1500.0|1
26560|50000.0|1|3|2|22|0|0|0|0|0|0|45803.0|46696.0|15287.0|7694.0|7921.0|8041.0|2400.0|1123.0|500.0|500.0|400.0|500.0|0
9628|230000.0|2|2|2|28|-1|-1|-1|-2|-1|-1|875.0|375.0|-250.0|-125.0|609.0|362.0|1000.0|0.0|0.0|4000.0|3000.0|9000.0|0
7111|340000.0|2|3|2|28|0|0|0|0|0|0|1830.0|4777.0|7681.0|12519.0|15299.0|15905.0|3000.0|3000.0|5000.0|3000.0|1000.0|10000.0|0
8789|30000.0|2|2|2|25|0|0|0|0|0|0|30523.0|30554.0|30593.0|30619.0|29146.0|29823.0|2000.0|2000.0|1700.0|1200.0|1300.0|1300.0|0
10493|220000.0|2|2|2|33|2|2|2|2|0|0|153664.0|156646.0|158994.0|154506.0|126399.0|129357.0|7000.0|6300.0|0.0|5000.0|5000.0|5000.0|0
27788|60000.0|2|2|1|47|0|0|0|0|0|0|54532.0|54203.0|58199.0|59152.0|76006.0|19604.0|1970.0|6000.0|3000.0|1000.0|1000.0|1000.0|0
29837|90000.0|2|2|1|24|0|0|0|0|0|2|86422.0|89710.0|70681.0|73595.0|90755.0|53692.0|5000.0|3300.0|22837.0|3300.0|0.0|1650.0|0
4845|280000.0|2|2|2|33|-2|-2|-1|0|0|-1|167.0|3690.0|1735.0|1735.0|1714.0|843.0|3700.0|1735.0|0.0|1700.0|1000.0|22000.0|1
26592|80000.0|2|2|1|46|0|0|0|0|0|0|34494.0|35930.0|37326.0|38203.0|39580.0|40920.0|2000.0|2000.0|1500.0|2000.0|2000.0|2000.0|0
25046|200000.0|2|1|1|48|-1|-1|-1|-1|-1|-1|657.0|0.0|2080.0|3567.0|0.0|1731.0|0.0|2080.0|3567.0|0.0|1731.0|1081.0|1
1209|30000.0|2|2|1|35|1|-1|0|0|2|0|0.0|741.0|1775.0|3040.0|2843.0|3052.0|741.0|1034.0|1299.0|0.0|255.0|106.0|0
13206|100000.0|2|3|0|56|1|2|0|0|2|2|28625.0|27969.0|28812.0|31134.0|30444.0|32460.0|0.0|1500.0|2700.0|0.0|2400.0|0.0|0
24747|230000.0|2|2|1|28|0|0|0|0|0|0|53542.0|79186.0|49984.0|35526.0|24540.0|16038.0|36000.0|1222.0|7510.0|491.0|6600.0|0.0|0
27171|50000.0|1|1|2|25|0|0|0|2|2|2|41761.0|44689.0|47613.0|48174.0|48731.0|49655.0|4000.0|4000.0|2000.0|2000.0|2200.0|1700.0|0
19733|130000.0|2|2|2|31|1|2|2|0|0|0|120890.0|122275.0|109903.0|80909.0|71679.0|66169.0|5200.0|47.0|3000.0|2800.0|2713.0|2000.0|0
5353|50000.0|2|2|1|48|0|0|0|0|0|-1|12592.0|12899.0|7313.0|8036.0|3949.0|26984.0|2017.0|2000.0|1200.0|100.0|26984.0|5000.0|0
27419|220000.0|1|1|1|40|0|0|0|0|0|0|129597.0|147323.0|132188.0|83844.0|89299.0|94777.0|20000.0|8000.0|5000.0|7000.0|7000.0|5000.0|0
1174|140000.0|2|1|2|30|-1|-1|-1|-1|-1|-1|282.0|282.0|282.0|282.0|454.0|610.0|282.0|282.0|282.0|454.0|610.0|454.0|0
4651|280000.0|1|2|2|31|0|0|0|0|-1|0|229780.0|31275.0|32868.0|34292.0|173487.0|177195.0|2000.0|2100.0|2500.0|185957.0|6500.0|6100.0|0
20310|180000.0|1|2|2|25|0|0|0|0|0|-1|4236.0|5230.0|6570.0|7192.0|6437.0|12499.0|2001.0|2000.0|1018.0|6154.0|12527.0|5016.0|0
28193|80000.0|2|1|2|25|-1|-1|2|-1|-1|-2|746.0|4824.0|690.0|6097.0|0.0|0.0|4830.0|0.0|6097.0|0.0|0.0|2169.0|0
23702|80000.0|2|2|2|33|0|-1|-1|0|-1|-1|17254.0|811.0|1533.0|722.0|811.0|337.0|1000.0|1533.0|0.0|900.0|337.0|1000.0|0
27421|260000.0|2|3|2|27|0|0|0|0|0|0|106164.0|105133.0|100606.0|93022.0|61746.0|47819.0|3834.0|4523.0|3154.0|2025.0|1709.0|2011.0|0
17257|90000.0|1|2|1|36|0|0|0|0|0|0|7752.0|9112.0|10306.0|11328.0|12036.0|14329.0|1500.0|1500.0|1500.0|1200.0|2500.0|0.0|1
15624|100000.0|1|1|2|31|0|0|2|2|-1|-1|27163.0|29408.0|29395.0|28895.0|105.0|955.0|3000.0|1000.0|0.0|1000.0|1000.0|1000.0|0
22625|130000.0|1|2|2|28|0|0|0|0|0|0|88549.0|74624.0|76133.0|77648.0|79370.0|80071.0|2709.0|2750.0|2767.0|2961.0|2913.0|3000.0|0
6058|50000.0|2|3|1|47|1|2|0|0|0|0|50574.0|48968.0|50151.0|50496.0|2759.0|-442.0|0.0|2463.0|2300.0|55.0|0.0|37459.0|1
